name,phone,car_brand,car_model,car_age_years,km_driven,last_service_months,issue_text,service_category,priority_level,estimated_hours
Christina Cox,(836)882-9934x729,Mahindra,Thar,14,32421,24,battery dies quickly. May now movement.,General Check,High,2.7
Meredith Golden,2313294705,Kia,Sonet,9,49675,21,car not starting intermittently. Visit she ask her.,General Check,High,1.3
Mr. Craig King,367-595-4974x4471,Toyota,Camry,5,19965,33,strange smell from cabin,AC,Medium,3.1
Shari Bartlett,(516)903-0722x70298,Honda,Civic,3,1000,4,aircon not cooling,AC,Low,4.6
Rebecca King,806-566-6547x6222,Hyundai,i20,0,50611,18,brakes making noise. Listen off commercial serve.,Brakes,Low,0.6
Edward Austin,279.624.1166x1892,Hyundai,i20,5,82847,26,aircon not cooling. Second score girl environmental benefit.,AC,Medium,5.0
Pamela Acosta,763-972-5782x624,Maruti,Baleno,10,70653,25,brakes making noise,General Check,Medium,2.5
Dominique Medina,+1-924-911-0729x50639,Maruti,Baleno,8,85363,24,squealing noise from belt. Company benefit test available risk contain practice up.,AC,Low,4.2
Timothy Hunt,697.868.6904x78639,Toyota,Corolla,6,39905,8,engine oil leak,Oil Change,Low,1.3
Jacob Smith,+1-633-704-6874x705,Kia,Seltos,9,31904,24,vibration while accelerating. Need character serve write surface.,General Check,High,2.1
Kevin Lewis,305-364-5937x2013,Kia,Seltos,7,38911,24,car not starting intermittently. Safe stage prevent big property.,General Check,High,2.0
Bobby Perry,001-326-222-8287x010,Hyundai,i20,0,10124,15,brakes making noise. Meet man last remember between recent.,Brakes,Low,1.9
Laura Fleming,(872)813-7471x697,Mahindra,Thar,3,25833,17,brakes making noise. Ago response reality capital south.,Brakes,Low,2.8
Justin Owens,001-468-358-4472x46601,Hyundai,i20,12,44207,28,car not starting intermittently. Manage center these glass think.,General Check,High,2.1
Carlos Harris MD,(343)314-9457x463,Maruti,Baleno,12,45905,6,strange smell from cabin. Least agree time experience box prove decision.,General Check,Medium,2.2
Jason Jones,+1-290-285-8900x419,Kia,Seltos,7,49633,30,strange smell from cabin. Investment key deal power.,Electrical,Medium,3.3
Melinda Bell,001-968-739-5715x89953,Hyundai,i20,4,64683,6,tyre puncture frequently. Per new recognize story price.,Tire,Low,1.0
Jasmine Ryan,514-931-8426,Mahindra,Thar,8,66803,30,battery dies quickly,Electrical,High,4.0
Christine Valentine,(990)472-8131,Toyota,Corolla,10,62018,14,strange smell from cabin. National stage risk accept.,Engine,Low,8.1
Kelly Allen,972-596-4459x433,Kia,Seltos,15,1000,23,vibration while accelerating. Something provide without off.,General Check,High,2.3
Sharon Rogers,3777963342,Mahindra,Thar,11,46548,33,brakes making noise. Bad age smile success interest follow road.,Engine,Medium,9.0
Carolyn Williams,367.912.2249x754,Kia,Seltos,5,40477,8,battery dies quickly. Few trouble instead bring art.,Electrical,High,2.3
Cynthia Pace,001-807-630-4740,BMW,3-Series,5,50920,9,battery dies quickly,Electrical,High,2.4
Michael Olsen,(624)999-7693x02937,Mahindra,Bolero,11,66992,1,brakes making noise. Early wear usually.,Engine,Medium,5.9
Colin Pollard,+1-413-424-4013x99519,Kia,Seltos,2,30162,2,car not starting intermittently. Ask nearly clear close tell degree film.,Electrical,High,2.4
Joseph Stephens,001-958-211-5820x2464,Mahindra,Thar,3,42042,0,brakes making noise,Brakes,Low,2.6
Angela Gutierrez,+1-735-948-9679,Hyundai,Creta,5,14664,11,brakes making noise,Brakes,Low,2.9
Steven Stanley,(988)468-1674,Toyota,Corolla,1,47655,15,brakes making noise,Brakes,Low,4.5
Raven Browning,936-865-7356x493,Kia,Sonet,5,92191,6,squealing noise from belt. Its really protect someone.,Engine,Low,9.5
Lisa Bell,(760)629-3840x57405,Maruti,Swift,13,19431,23,tyre puncture frequently,Engine,Medium,4.3
Reginald Novak,001-868-674-4845,BMW,3-Series,2,32675,20,squealing noise from belt. History human reflect yes laugh.,Brakes,Low,2.9
Sarah Griffith,(970)413-8753x5490,Maruti,Swift,7,54347,1,squealing noise from belt. Attention sit learn tell.,Tire,Low,1.1
Dawn Haley,753.473.6037x395,Mahindra,Thar,8,35620,14,tyre puncture frequently,Tire,Low,0.9
Danielle Garcia,607.695.2304x855,Maruti,Baleno,1,22314,7,tyre puncture frequently. Suffer about serve best.,Tire,Low,1.1
Drew Miller,922-216-0768x83856,Toyota,Corolla,0,22162,2,aircon not cooling. Behind live goal fund owner.,AC,Low,4.2
Andrew Robles,(416)434-4155x1368,Hyundai,Creta,15,8443,14,aircon not cooling,General Check,Medium,2.7
Joshua Harper,994.963.9910,Honda,Civic,13,48013,2,brakes making noise. Part almost crime understand kitchen conference certain teach.,General Check,Medium,1.7
William Summers,(634)825-5037x6219,Maruti,Baleno,1,14292,34,car not starting intermittently. Issue major wonder value speech contain discuss.,General Check,High,2.2
Amanda Clayton,(444)278-0794x445,Maruti,Baleno,10,7216,25,squealing noise from belt,Engine,Medium,8.8
Margaret Powell,(739)419-7004,Kia,Sonet,0,49329,24,squealing noise from belt. Eat first east at.,Engine,Low,6.7
Aimee Williams,220-394-2483,Hyundai,i20,9,72320,13,squealing noise from belt. Expert smile race dark those.,Engine,Low,2.7
Cindy Garcia,350.496.9790x5837,BMW,3-Series,6,51416,9,battery dies quickly,Electrical,High,1.8
Sarah Fisher,243.424.3653x47072,Maruti,Swift,14,25089,28,tyre puncture frequently. Heart cost leave American happen human give bit.,Engine,Medium,7.0
Kaitlyn Hudson,+1-960-687-8302x06114,Mahindra,Thar,1,24499,8,squealing noise from belt,Engine,Low,5.2
David Mclean,001-444-417-2954x040,Toyota,Corolla,12,47752,21,squealing noise from belt. Through forward must scene say meet record.,Engine,Medium,6.5
Emily Foster,+1-890-370-0895x2725,Honda,City,5,19003,19,car not starting intermittently,General Check,High,1.4
Andrea Smith,+1-965-821-0861x03763,BMW,3-Series,11,22960,35,engine oil leak,Oil Change,Medium,1.3
John Velasquez,+1-368-323-3590x806,Kia,Seltos,13,40923,26,battery dies quickly. Find another size garden truth what.,Engine,High,3.8
Kristy Richard,+1-714-243-4586,Kia,Sonet,13,79421,7,battery dies quickly,General Check,High,1.6
Emily Parsons,(474)582-6499,Toyota,Camry,5,73681,0,brakes making noise,Brakes,Low,1.5
Laura Stark,410-571-9082x863,Maruti,Swift,8,9132,13,vibration while accelerating,Engine,High,4.7
Tara Turner,405.788.4920x608,Toyota,Camry,15,33680,8,engine oil leak. See industry should industry home.,Oil Change,Medium,1.2
Meagan Buckley,233-879-5062x46365,Maruti,Baleno,8,82727,7,squealing noise from belt,Electrical,Low,3.2
Alicia Holland,(508)556-7141x1173,Kia,Seltos,5,83899,29,tyre puncture frequently. Court support pressure movement federal exist good.,Tire,Medium,1.6
Glenn Jones,+1-388-824-4062,Toyota,Camry,0,65817,14,tyre puncture frequently. Over including including explain stand reveal site.,Tire,Low,0.8
Pamela Walters,+1-663-555-2474x525,Honda,Civic,13,8002,9,tyre puncture frequently. Good next above whom kind off senior.,Engine,Medium,7.1
Bryan Williams,(797)395-4320x1275,Honda,Civic,5,1000,28,brakes making noise,Brakes,Medium,2.3
Savannah Diaz,001-515-638-0209x55114,Maruti,Baleno,14,83235,31,car not starting intermittently. Debate off rate responsibility free.,General Check,High,2.9
Mario Watson,001-743-754-9843x41237,Mahindra,Bolero,14,51462,24,strange smell from cabin. Whom note thing herself.,General Check,Medium,1.4
Christina Lawson,820-681-2525,Toyota,Camry,5,17294,26,tyre puncture frequently. Happen describe yourself world far.,Tire,Medium,1.0
Melanie Henderson,(656)566-7648x32618,BMW,3-Series,13,16712,17,engine oil leak,Oil Change,Medium,2.4
Nicholas Powell,001-262-376-8935x66545,Hyundai,i20,14,34196,31,brakes making noise. Task reflect course.,Engine,Medium,4.8
Joseph Castro,(687)595-6128,Maruti,Swift,2,66104,23,brakes making noise,Brakes,Low,3.8
Andrew Holmes Jr.,7926509798,Kia,Seltos,1,16481,15,squealing noise from belt. Hot song air student any.,General Check,Low,2.0
Shirley Fox,7478130356,Kia,Seltos,8,10325,18,strange smell from cabin. Involve mention green after across.,General Check,Low,2.4
Savannah Gonzalez,+1-784-977-9903x7376,Hyundai,i20,13,49734,17,engine oil leak,Oil Change,Medium,2.0
Anthony Ramirez,(725)766-0883,BMW,3-Series,4,61763,10,battery dies quickly. Risk class morning.,Electrical,High,2.1
Jesus Summers,392-429-2844,Hyundai,Creta,7,25229,2,squealing noise from belt,AC,Low,4.9
Dylan Griffin,(678)569-2888x97616,Mahindra,Thar,4,37110,26,strange smell from cabin. Thousand boy sit appear bed ok.,Tire,Medium,0.5
Olivia Jones,+1-729-737-9089,Hyundai,Creta,7,36243,13,brakes making noise,Brakes,Low,3.0
Joshua Allen,+1-764-373-2774x7106,Honda,City,10,35851,7,engine oil leak. Skin partner country step strategy whatever.,Oil Change,Low,1.4
Philip Shaw,585-211-1647,Mahindra,Thar,9,47244,1,car not starting intermittently. Thus radio their address attack character.,General Check,High,1.6
Kathy Green,+1-487-439-6823x94819,Maruti,Swift,10,25737,14,vibration while accelerating,General Check,High,3.7
Erica Haynes,575-599-4507,Hyundai,Creta,5,19981,26,battery dies quickly. Thought job miss west.,Electrical,High,3.0
Lauren Keller,+1-563-494-1058x62390,BMW,5-Series,13,38657,23,car not starting intermittently,Engine,High,9.6
Michael Valenzuela,6835308301,BMW,3-Series,11,75406,32,engine oil leak,Oil Change,Medium,1.3
Justin Vega,001-683-404-9694x4622,Honda,City,13,46779,31,aircon not cooling. Experience amount through region region.,Engine,Medium,6.3
Tom Johnson,914.236.2318,Maruti,Baleno,10,11177,4,squealing noise from belt. Tell rise personal.,Engine,Low,7.1
Christopher Lindsey,247-858-8954,Mahindra,Thar,6,38865,32,squealing noise from belt,General Check,Medium,1.6
David Webb,(602)270-3302x39047,Hyundai,Creta,11,55174,36,strange smell from cabin. Off nothing sister get federal line conference.,Engine,Medium,4.2
Keith Roberts,581-808-1497x190,Toyota,Camry,14,68280,27,car not starting intermittently. Serious spend five worker entire try resource.,General Check,High,1.6
Robert Robinson,673-361-9610,Mahindra,Bolero,4,32868,20,brakes making noise. Tree rate agree along serve.,Brakes,Low,2.5
Alicia Armstrong,001-573-421-3399x79397,BMW,3-Series,2,31427,24,vibration while accelerating,General Check,High,2.4
Timothy Allen,001-461-974-5616x35681,Hyundai,i20,0,50173,35,vibration while accelerating. Its same rather wonder.,AC,High,5.2
Craig Davis,+1-438-270-5688x15128,Hyundai,i20,15,59200,7,battery dies quickly. Bag we contain painting mission history.,General Check,High,1.5
Linda Williams,559-479-0220x084,Mahindra,Thar,12,80887,33,squealing noise from belt. Training second in television hour explain decision.,Engine,Medium,5.7
Ashlee Schmidt,514-490-6114x169,Maruti,Baleno,5,58312,8,aircon not cooling. Stop chance because.,AC,Low,5.1
Melvin Gutierrez,7076783635,Hyundai,i20,2,61291,24,engine oil leak. Election study cold they benefit model.,Oil Change,Low,1.7
William Pacheco MD,201.369.0314x267,Honda,Civic,4,85345,23,aircon not cooling. Little control say hand sign.,AC,Low,2.3
Aaron Whitney,(452)446-8500x3908,Mahindra,Bolero,3,37831,12,aircon not cooling. Only hot yet positive.,AC,Low,4.8
Phillip Weber,001-265-776-4415x9924,Toyota,Corolla,2,42896,13,car not starting intermittently. College lay quickly question.,Oil Change,High,1.4
Blake Floyd,931.613.3003x150,Toyota,Corolla,6,33131,19,brakes making noise,Brakes,Low,3.8
Denise Hunt,(960)437-0135,Kia,Seltos,2,36683,34,engine oil leak,Oil Change,Medium,1.1
Sandy Williams,001-507-428-3267x0214,BMW,3-Series,0,39582,12,squealing noise from belt. That writer usually home side detail.,Engine,Low,5.2
Steven Patel,305-280-0261x315,Maruti,Baleno,5,105253,23,brakes making noise. Beautiful future a really enter value.,Brakes,Low,2.1
Brian Jones,+1-375-637-5814,BMW,3-Series,11,10079,4,squealing noise from belt. Speak strategy economic year listen opportunity test.,Engine,Medium,9.1
Barbara Walters,981.465.7834x4692,BMW,5-Series,11,52841,12,tyre puncture frequently. Agreement school seek sound challenge option reach.,Engine,Medium,6.3
Heidi Morrow,319.343.0878x316,Maruti,Swift,7,25821,23,car not starting intermittently,General Check,High,2.3
Jennifer Mejia,(438)306-3727,Maruti,Swift,1,20640,16,strange smell from cabin,Oil Change,Low,0.9
Rhonda Jones,349-463-9283x077,Honda,Civic,0,1000,30,car not starting intermittently. Key charge him deep whose eye.,AC,High,4.0
Melissa Silva,439.538.8508x92115,Toyota,Camry,2,60875,34,aircon not cooling,AC,Medium,3.0
Melinda Moore,(550)816-6635,BMW,3-Series,14,107120,20,battery dies quickly. Air away baby these source.,General Check,High,2.1
Catherine Reyes,(901)331-3790,Maruti,Baleno,15,10492,31,aircon not cooling. Specific store play step southern.,Engine,Medium,5.0
Bill Wagner,+1-919-843-5658x632,Kia,Seltos,1,42496,25,brakes making noise. Must shoulder oil.,Oil Change,Medium,1.1
Brad Reyes,9149796119,Kia,Sonet,5,43977,3,squealing noise from belt,Oil Change,Low,2.2
Rachel Gaines,803.206.1108x781,Honda,Civic,8,58589,1,squealing noise from belt. Physical step boy grow next thousand nation.,Engine,Low,8.5
Julie Conner,+1-604-527-9654,Maruti,Swift,5,46690,33,strange smell from cabin. See price TV open tend event.,Electrical,Medium,2.3
Tanya Mccann,+1-994-432-2328x077,Mahindra,Bolero,6,19496,16,strange smell from cabin. Exactly almost kid always forget start.,Tire,Low,0.7
Andrea Hall,001-345-357-6396x062,Toyota,Camry,4,64243,15,aircon not cooling. Response form travel policy every though either.,AC,Low,0.8
Curtis Ramirez,+1-312-669-4898x209,Maruti,Swift,14,91565,26,squealing noise from belt. Entire successful often wrong different huge.,General Check,Medium,2.8
Joshua Reynolds,(466)403-6166,Maruti,Baleno,13,7347,22,vibration while accelerating,Engine,High,7.0
Mrs. Jennifer Decker,+1-287-272-5333x163,Honda,City,4,23484,19,battery dies quickly. Civil assume space professional.,Electrical,High,2.2
Aaron Taylor,+1-377-580-9994x42606,BMW,3-Series,7,81131,3,vibration while accelerating. So less impact reveal why.,AC,High,2.2
Michael Marshall,+1-345-200-9905x0506,Hyundai,Creta,8,92661,21,aircon not cooling. Institution hard edge guy quite south game.,AC,Low,2.7
Christina Ramirez,668-876-9572x7723,Mahindra,Thar,8,42543,18,battery dies quickly,Electrical,High,1.8
Sean Robles,2155513124,BMW,3-Series,10,41486,18,aircon not cooling. College after letter their crime modern modern.,General Check,Low,1.3
Debra Gomez,+1-433-726-2085x19841,BMW,5-Series,10,32582,30,engine oil leak. Go else seem doctor old both wrong.,Oil Change,Medium,2.3
Dawn Carson,836-582-0076x5459,Hyundai,Creta,14,1000,30,brakes making noise. Value newspaper add.,General Check,Medium,1.8
Leslie Wallace,3046532970,BMW,5-Series,7,81064,23,strange smell from cabin,AC,Low,2.7
Robert King,228.260.3587x45354,Mahindra,Bolero,9,28189,23,engine oil leak. Himself change security arrive only man new.,Oil Change,Low,0.7
Abigail Mccall,(545)781-9775x79188,Hyundai,i20,6,25325,12,squealing noise from belt. Cover stay science bring.,Engine,Low,8.0
Ashley Hart,2194969481,BMW,5-Series,12,18487,26,car not starting intermittently. Phone police until art fly.,General Check,High,3.2
Elizabeth Lyons,5088204473,Kia,Seltos,11,54930,34,car not starting intermittently,General Check,High,2.3
Brett Conley,8096137583,Maruti,Swift,4,37216,23,tyre puncture frequently,Tire,Low,0.9
Mr. Jeffrey Mcintyre,001-207-240-7595x2313,Kia,Sonet,12,58893,28,car not starting intermittently,Engine,High,5.7
Jason Miles,258.533.7460x426,Honda,Civic,4,66021,32,vibration while accelerating,General Check,High,2.2
Corey Willis,767-746-5735x20585,Honda,Civic,2,10634,4,battery dies quickly. Tv movie thing that order.,Electrical,High,2.1
Catherine Hughes,(204)731-6224x7970,Kia,Sonet,6,69741,6,vibration while accelerating. Agreement bring three you paper speak.,Brakes,High,2.5
Ashley Martin,+1-817-715-5972,Toyota,Camry,3,3490,6,vibration while accelerating,AC,High,2.6
Caleb Lane,7766779258,Maruti,Baleno,9,52141,26,engine oil leak. Him run compare affect.,Oil Change,Medium,1.4
Brianna Cooper,(465)540-6282x5677,BMW,5-Series,1,9835,6,strange smell from cabin,Engine,Low,8.0
James Landry,001-374-767-2192x152,Kia,Sonet,13,30176,1,battery dies quickly. Item argue magazine water color heavy six.,Engine,High,5.4
Ryan Avila Jr.,357-532-1659,Kia,Seltos,12,15325,7,strange smell from cabin. View which popular tend.,General Check,Medium,2.1
Dr. Jerry Jones,294-971-9666,BMW,3-Series,2,34572,14,vibration while accelerating. Prove reality today travel until.,Electrical,High,3.8
Priscilla Berger,747-983-1781,Maruti,Swift,9,95566,13,brakes making noise,General Check,Low,2.0
William Gonzales,6939842379,BMW,3-Series,15,34494,3,car not starting intermittently. Wrong animal though leg.,Engine,High,8.8
John Jones,+1-461-517-9293x80481,Mahindra,Bolero,14,1000,33,aircon not cooling. Need hand important minute course.,Engine,Medium,6.9
Jennifer Rangel,469.983.3706x776,Kia,Sonet,3,5269,34,car not starting intermittently. Weight defense culture them base.,Electrical,High,2.1
Christopher Nicholson,995-920-6960x6470,Mahindra,Bolero,11,35246,32,vibration while accelerating. Yourself have a make writer.,General Check,High,2.8
Ashley Alvarado,001-678-359-5278x0844,Mahindra,Bolero,3,76865,6,car not starting intermittently. Drug behind including others.,Oil Change,High,1.2
Norma Roberts,558.212.0279x5571,Toyota,Camry,6,39346,21,squealing noise from belt,General Check,Low,1.7
Marie Kelly,992.698.5002x333,BMW,5-Series,5,58002,18,brakes making noise,Brakes,Low,2.2
Joyce Simmons,803-548-6438x5299,Mahindra,Bolero,6,32022,31,tyre puncture frequently. Message theory stuff which service.,Tire,Medium,1.3
Robert Greer,+1-224-258-1931x701,BMW,3-Series,11,43144,29,aircon not cooling. Require yourself list hot assume.,General Check,Medium,2.1
